"Ukazatel","IndicatorType","Území","Uz0","Měsíce","CasM","Hodnota"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","listopad 2023","2023-11","16.19"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","prosinec 2023","2023-12","16.97"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","leden 2024","2024-01","15.87"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","únor 2024","2024-02","16.31"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","březen 2024","2024-03","17.42"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","duben 2024","2024-04","15.97"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","květen 2024","2024-05","17.3"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","červen 2024","2024-06","16.7"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","červenec 2024","2024-07","17.8"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","srpen 2024","2024-08","15.29"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","září 2024","2024-09","17.8"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","říjen 2024","2024-10","18.61"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","listopad 2024","2024-11","17.9"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","prosinec 2024","2024-12","19.02"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","leden 2025","2025-01","18.24"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","únor 2025","2025-02","17.35"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","březen 2025","2025-03","18.4"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","duben 2025","2025-04","18.5"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","květen 2025","2025-05","19.5"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","červen 2025","2025-06","19.15"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","červenec 2025","2025-07","16.31"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","srpen 2025","2025-08","21.8"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","září 2025","2025-09","20.4"
"Z  Jablka konzumní [kg]","627711","Česko","CZ","říjen 2025","2025-10","16.55"
"S  Jablka konzumní [kg]","613710","Česko","CZ","leden 2013","2013-01","31.59"
"S  Jablka konzumní [kg]","613710","Česko","CZ","únor 2013","2013-02","31.83"
"S  Jablka konzumní [kg]","613710","Česko","CZ","březen 2013","2013-03","32.17"
"S  Jablka konzumní [kg]","613710","Česko","CZ","duben 2013","2013-04","31.63"
"S  Jablka konzumní [kg]","613710","Česko","CZ","květen 2013","2013-05","35.14"
"S  Jablka konzumní [kg]","613710","Česko","CZ","červen 2013","2013-06","38.84"
"S  Jablka konzumní [kg]","613710","Česko","CZ","červenec 2013","2013-07","40.66"
"S  Jablka konzumní [kg]","613710","Česko","CZ","srpen 2013","2013-08","42.05"
"S  Jablka konzumní [kg]","613710","Česko","CZ","září 2013","2013-09","36.76"
"S  Jablka konzumní [kg]","613710","Česko","CZ","říjen 2013","2013-10","30.6"
"S  Jablka konzumní [kg]","613710","Česko","CZ","listopad 2013","2013-11","30.69"
"S  Jablka konzumní [kg]","613710","Česko","CZ","prosinec 2013","2013-12","31.62"
"S  Jablka konzumní [kg]","613710","Česko","CZ","leden 2014","2014-01","31.54"
"S  Jablka konzumní [kg]","613710","Česko","CZ","únor 2014","2014-02","32.37"
"S  Jablka konzumní [kg]","613710","Česko","CZ","březen 2014","2014-03","31.78"
"S  Jablka konzumní [kg]","613710","Česko","CZ","duben 2014","2014-04","33.84"
"S  Jablka konzumní [kg]","613710","Česko","CZ","květen 2014","2014-05","33.24"
"S  Jablka konzumní [kg]","613710","Česko","CZ","červen 2014","2014-06","33.73"
"S  Jablka konzumní [kg]","613710","Česko","CZ","červenec 2014","2014-07","33.71"
"S  Jablka konzumní [kg]","613710","Česko","CZ","srpen 2014","2014-08","32.75"
"S  Jablka konzumní [kg]","613710","Česko","CZ","září 2014","2014-09","29.88"
"S  Jablka konzumní [kg]","613710","Česko","CZ","říjen 2014","2014-10","26.61"
"S  Jablka konzumní [kg]","613710","Česko","CZ","listopad 2014","2014-11","23.94"
"S  Jablka konzumní [kg]","613710","Česko","CZ","prosinec 2014","2014-12","26.09"
"S  Jablka konzumní [kg]","613710","Česko","CZ","leden 2015","2015-01","28.88"
"S  Jablka konzumní [kg]","613710","Česko","CZ","únor 2015","2015-02","26.92"
"S  Jablka konzumní [kg]","613710","Česko","CZ","březen 2015","2015-03","26.23"
"S  Jablka konzumní [kg]","613710","Česko","CZ","duben 2015","2015-04","28.37"
